domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on,live,http,title,reason,brand_name
fridaywave.com,fridaywave,0,Investan N.V.,OGL/2024/1630/1008,Curacao,assessment in progress,"December 24, 2025",no,fridaywave.com,not contacted,,yes,200,,URLError,
gekipachi.com,gekipachi,0,Lucifer N.V.,OGL/2024/1635/0968,Curacao,active,"May 9, 2026",no,gekipachi.com,not contacted,,yes,200,アツパチ|日本.1オンラインパチンコ|pachinko|pachislot,,アツパチ
hw.vip,hw,0,Lucifer N.V.,OGL/2024/1635/0968,Curacao,active,"May 9, 2026",no,hw.vip,not contacted,,yes,200,HWYL.COM 好玩娱乐,,HWYL.COM 好玩娱乐
u.vip,u,0,Lucifer N.V.,OGL/2024/1635/0968,Curacao,active,"May 9, 2026",no,u.vip,not contacted,,yes,200,U.VIP,,U.VIP
bet4.cl,bet,3,Media4 Curaçao N.V.,OGL/2024/1510/0839,Curacao,active,"March 26, 2026",no,bet4.cl bet4.ec bet4.com bet4.bet,not contacted,,yes,200,bet4 - Bono de Bienvenida,,bet4
betmexico.mx,betmexico,0,Media4 Curaçao N.V.,OGL/2024/1510/0839,Curacao,active,"March 26, 2026",no,betmexico.mx,not contacted,,yes,200,Betmexico | Apuestas y casino en línea con bonos de bienvenida,,Betmexico
meucassino.com,meucassino,0,Mic Group Entertainment N.V.,OGL/2024/1580/0801,Curacao,assessment in progress,"January 14, 2026",no,meucassino.com,not contacted,,yes,200,MeuCassino,,MeuCassino
hotbet.bet,hotbet,0,Misterio Vacio B.V.,OGL/2024/1334/1038,Curacao,active,"May 23, 2026",no,hotbet.bet,not contacted,,yes,200,Cargando...,,Cargando...
pngbet.com,pngbet,0,Misterio Vacio B.V.,OGL/2024/1334/1038,Curacao,active,"May 23, 2026",no,pngbet.com,not contacted,,yes,200,Redirecting...,,Redirecting...
leon.net,leon,2,Moonlite N.V.,OGL/2024/356/0288,Curacao,revoked,,no,leon.net leon.bet leon888.bet,not contacted,,yes,200,Online Casino & Sportsbook | Quick & Easy Sports Bets at Leon,,Online Casino & Sportsbook
casinolevant.com,casinolevant,0,Nova Data Solutions B.V.,OGL/2024/1220/0573,Curacao,active,"July 5, 2026",no,casinolevant.com,not contacted,,yes,200,Casinolevant Güncel Giriş Adresi 2026 | Casinolevant Resmi Yeni Giriş Linki | Kesintisiz C,,Casinolevant Güncel Giriş Adresi 2026
sanscasino.com,sanscasino,0,Nova Data Solutions B.V.,OGL/2024/1220/0573,Curacao,active,"July 5, 2026",no,sanscasino.com,not contacted,,yes,200,Şans Casino Giriş Yap - En Çok Kazandıran Slot Sitesi,,Şans Casino Giriş Yap
vidobet.com,vidobet,0,Nova Data Solutions B.V.,OGL/2024/1220/0573,Curacao,active,"July 5, 2026",no,vidobet.com,not contacted,,yes,200,"Vidobet Para Yatırma ve Çekme: Papara, Kripto ve Havale",,Vidobet Para Yatırma ve Çekme
r7.bet,r,0,One Internet B.V.,OGL/2024/1053/0486,Curacao,active,"May 23, 2026",no,r7.bet,not contacted,,yes,200,R7.BET - Apostas Esportivas e Cassino ao Vivo com Saque Instantâneo!,,R7.BET
paripesa.com,paripesa,0,Optim Development B.V.,OGL/2024/225/0601,Curacao,assessment in progress,"January 16, 2026",no,paripesa.com,not contacted,,yes,203,,,
tedbet.com,tedbet,0,Owl In N.V.,OGL/2024/774/0362,Curacao,active,"March 7, 2026",no,tedbet.com,not contacted,,yes,200,Region restrictions,,Region restrictions
betsat.com,betsat,3,Poligon Entertainment N.V.,OGL/2024/815/0653,Curacao,active,"March 7, 2026",no,betsat.com betsat1521.com betsat1522.com betsat1397.com,not contacted,,yes,200,Betsat Giriş — Betsat Güncel Giriş Adresi 2026,,Betsat Giriş
turkbet.io,turkbet,2,Poligon Entertainment N.V.,OGL/2024/815/0653,Curacao,active,"March 7, 2026",no,turkbet.io 694turkbet.com 693turkbet.com,not contacted,,yes,200,Turkbet Bahis Sitesi - Türkiye'nin Bahis Sitesi,,Turkbet Bahis Sitesi
juliuscasino.com,juliuscasino,0,Red Digital N.V.,OGL/2024/1275/0771,Curacao,revoked,,no,juliuscasino.com,not contacted,,yes,200,Access Restricted,,Access Restricted
cassinopix.com,cassinopix,0,Superbet88 International N.V.,OGL/2024/1619/0872,Curacao,active,"March 9, 2026",no,cassinopix.com,not contacted,,yes,200,Cassino BET | Plataforma Online no Brasil | Pix e Segurança - Cassino.Bet.Br,,Cassino BET
aztecspinz.com,aztecspinz,0,SureWin B.V.,OGL/2024/1341/0995,Curacao,active,"May 23, 2026",no,aztecspinz.com,not contacted,,yes,200,Aztec Spins,,Aztec Spins
double8.bet,double,0,Unlimited Solutions B.V.,OGL/2024/607/0254,Curacao,revoked,,no,double8.bet,not contacted,,yes,200,Domain parked by OnlyDomains,URLError,Domain parked by OnlyDomains
ninecasino.com,ninecasino,1,Uno Digital Media B.V.,OGL/2024/1267/0760,Curacao,active,"November 9, 2025",no,ninecasino.com ninecasino1.com,not contacted,,yes,200,Nine Casino Official Site ᐉ Ninecasino Login,,
elitbahis.com,elitbahis,0,Venus International B.V.,OGL/2024/1127/0766,Curacao,active,"April 29, 2026",no,elitbahis.com,not contacted,,yes,200,Elitbahis Giriş Ve Kayıt - Elitbahis Güncel Giriş Adresi,,Elitbahis Giriş Ve Kayıt
metrobahis.com,metrobahis,0,Venus International B.V.,OGL/2024/1127/0766,Curacao,active,"April 29, 2026",no,metrobahis.com,not contacted,,yes,200,Metrobahis - Metrobahis - Giriş - Güncel - 2026,,Metrobahis
v.vegas,v,0,Whitebox B.V.,OGL/2024/822/0338,Curacao,active,"April 14, 2026",no,v.vegas,not contacted,,yes,200,"V Vegas Casino Online | Slots, Live Games & Bonuses",,V Vegas Casino Online
wrbet.me,wrbet,0,Zeno Club B.V.,OGL/2024/401/0680,Curacao,active,"March 5, 2026",no,wrbet.me,not contacted,,yes,200,Wrbet Kenya casino online| up to 100% bonus,,Wrbet Kenya casino online
324bet.com,bet,0,50 Gold B.V.,OGL/2024/1144/0972,Curacao,active,"March 30, 2026",no,324bet.com,not contacted,,yes,200,324bet,,324bet
betzillocasino.com,betzillocasino,0,AMNM B.V.,OGL/2024/1149/0634,Curacao,active,"January 3, 2026",no,betzillocasino.com,not contacted,,yes,200,Online Casino for Real Money | Betzillo,,Online Casino for Real Money
voltacasino.com,voltacasino,0,Agenics N.V.,OGL/2024/1309/0602,Curacao,active,"November 9, 2025",no,voltacasino.com,not contacted,,yes,200,Play online for money | Casino Volta,,Play online for money
vostokcasino.com,vostokcasino,0,Agenics N.V.,OGL/2024/1309/0602,Curacao,active,"November 9, 2025",no,vostokcasino.com,not contacted,,yes,200,Play online for money | Casino Volta,,Play online for money
winwin.bet,winwin,0,Alasia Soft B.V.,OGL/2024/433/0399,Curacao,assessment in progress,"December 24, 2025",no,winwin.bet,not contacted,,yes,203,,,
ww-bet.com,wwbet,0,Alasia Soft B.V.,OGL/2024/433/0399,Curacao,assessment in progress,"December 24, 2025",no,ww-bet.com,not contacted,,yes,203,,,
slots.lv,slots,0,Arbol Media B.V.,OGL/2024/670/0711,Curacao,active,"July 14, 2026",no,slots.lv,not contacted,,yes,200,SlotsLV | Online Slots | Real money slots,,SlotsLV
cafecasino.lv,cafecasino,0,Arbol Media B.V.,OGL/2024/670/0711,Curacao,active,"July 14, 2026",no,cafecasino.lv,not contacted,,yes,200,Online Casino | Real Money Games | Cafe Casino,,Online Casino
arrowexch.com,arrowexch,0,Arrow Wood N.V.,OGL/2024/2289/1184,Curacao,active,"March 28, 2026",no,arrowexch.com,not contacted,,yes,200,Arrow Exchange,,Arrow Exchange
thearrowwood.com,thearrowwood,0,Arrow Wood N.V.,OGL/2024/2289/1184,Curacao,active,"March 28, 2026",no,thearrowwood.com,not contacted,,yes,200,Arrow Wood,,Arrow Wood
jonbet.io,jonbet,1,Ascend Entertainment N.V.,OGL/2024/1467/0728,Curacao,assessment in progress,"December 24, 2025",no,jonbet.io jonbet.com,not contacted,,yes,200,,,
jon.bet,jon,0,Ascend Entertainment N.V.,OGL/2024/1467/0728,Curacao,assessment in progress,"December 24, 2025",no,jon.bet,not contacted,,yes,200,,,
betgr8.com,betgr,0,BG8 Entertainment N.V.,OGL/2024/1657/1069,Curacao,active,"April 14, 2026",no,betgr8.com,not contacted,,yes,200,Betgr8 | Join today | High Sports Betting Odds | Large Betting Markets,,Betgr8
betgreat.com,betgreat,0,BG8 Entertainment N.V.,OGL/2024/1657/1069,Curacao,active,"April 14, 2026",no,betgreat.com,not contacted,,yes,200,Betgr8 | Join today | High Sports Betting Odds | Large Betting Markets,,Betgr8
fantasino.com,fantasino,0,Bamla Limited N.V.,OGL/2024/1258/0552,Curacao,active,"April 16, 2026",no,fantasino.com,not contacted,,yes,200,Hello There!,,Hello There!
rioplay.com,rioplay,0,Bamla Limited N.V.,OGL/2024/1258/0552,Curacao,active,"April 16, 2026",no,rioplay.com,not contacted,,yes,200,Hello There!,,Hello There!
gogoroyal.com,gogoroyal,0,Bet n Play Solution B.V.,OGL/2024/927/1070,Curacao,active,"April 21, 2026",no,gogoroyal.com,not contacted,,yes,200,GOGOROYAL :: Bienvenid@,,GOGOROYAL
betsala.com,betsala,1,Betsala B.V.,OGL/2024/1506/0854,Curacao,assessment in progress,"December 24, 2025",no,betsala.com betsala11.com,not contacted,,yes,200,Apuestas Deportivas y Casino online en Chile | Betsala,,
playsala.com,playsala,0,Betsala B.V.,OGL/2024/1506/0854,Curacao,assessment in progress,"December 24, 2025",no,playsala.com,not contacted,,yes,200,PlaySala Chile - El Casino más divertido de Chile.,,PlaySala Chile
banger.casino,banger,0,Bettor IO N.V.,OGL/2024/1699/1163,Curacao,active,"March 23, 2026",no,banger.casino,not contacted,,yes,200,Casino | Real Money Casino Games | Best Online Slot,,Casino
glory.casino,glory,0,Bettor IO N.V.,OGL/2024/1699/1163,Curacao,active,"March 23, 2026",no,glory.casino,not contacted,,yes,200,Casino | Real Money Casino Games | Best Online Slot,,Casino
betandreas.com,betandreas,0,Bizbon N.V.,OGL/2024/597/0249,Curacao,active,"March 23, 2026",no,betandreas.com,not contacted,,yes,200,,,
mostbet.com,mostbet,0,Bizbon N.V.,OGL/2024/597/0249,Curacao,active,"March 23, 2026",no,mostbet.com,not contacted,,yes,200,Mostbet official website,,Mostbet official website
lil.bet,lil,0,Blackbelt N.V.,OGL/2024/131/0296,Curacao,assessment in progress,"December 24, 2025",no,lil.bet,not contacted,,yes,203,,,
a360.bet,a,0,Borondoso B.V.,OGL/2024/1041/0856,Curacao,assessment in progress,"December 24, 2025",no,a360.bet,not contacted,,yes,203,,,
apuesta360.com,apuesta,0,Borondoso B.V.,OGL/2024/1041/0856,Curacao,assessment in progress,"December 24, 2025",no,apuesta360.com,not contacted,,yes,203,,,
bodog.io,bodog,0,Caravan Media B.V.,OGL/2024/674/0714,Curacao,assessment in progress,"December 27, 2025",no,bodog.io,not contacted,,yes,200,Yoyocasino.com: Online Casino and Slots Games for Real Money,,Yoyocasino.com
ozoon.eu,ozoon,0,Caravan Media B.V.,OGL/2024/674/0714,Curacao,assessment in progress,"December 27, 2025",no,ozoon.eu,not contacted,,yes,200,"Sportsbook, Casino and Poker at Ozoon Canada",,
pincowins.com,pincowins,0,Carlitta N.V.,OGL/2024/1516/0841,Curacao,assessment in progress,"December 24, 2025",no,pincowins.com,not contacted,,yes,200,,,
dongamble.com,dongamble,0,Code Harbor N.V.,OGL/2024/486/0261,Curacao,assessment in progress,"December 24, 2025",no,dongamble.com,not contacted,,yes,201,401 - Unauthorized,,401
betone.com,betone,0,Continent Gaming N.V.,OGL/2024/1332/0669,Curacao,assessment in progress,"December 24, 2025",no,betone.com,not contacted,,yes,200,Online Crypto Casino & Sports Betting 💎 CHEXX,,
chexx.bet,chexx,0,Continent Gaming N.V.,OGL/2024/1332/0669,Curacao,assessment in progress,"December 24, 2025",no,chexx.bet,not contacted,,yes,200,Online Crypto Casino & Sports Betting 💎 CHEXX,,
grandelix.com,grandelix,0,Disrupt Entertainment Limited N.V.,OGL/2024/668/0844,Curacao,active,"January 1, 2026",no,grandelix.com,not contacted,,yes,200,,,
slots99.io,slots,0,Disrupt Entertainment Limited N.V.,OGL/2024/668/0844,Curacao,active,"January 1, 2026",no,slots99.io,not contacted,,yes,200,,,
spinado.com,spinado,0,Double Entertainment N.V.,OGL/2024/1650/0921,Curacao,active,"January 23, 2026",no,spinado.com,not contacted,,yes,200,Spinado Casino,,Spinado Casino
twistercasino.com,twistercasino,0,Double Entertainment N.V.,OGL/2024/1650/0921,Curacao,active,"January 23, 2026",no,twistercasino.com,not contacted,,yes,200,Twister Casino,,Twister Casino
bigwin.com,bigwin,0,EastPoint Operations B.V.,OGL/2024/1093/0504,Curacao,active,"April 28, 2026",no,bigwin.com,not contacted,,yes,200,Bigwin | Aina voi voittaa,,Bigwin
bigwins.com,bigwins,0,EastPoint Operations B.V.,OGL/2024/1093/0504,Curacao,active,"April 28, 2026",no,bigwins.com,not contacted,,yes,200,Big Wins – Parhaat nettikasinot 2025 – voittajien valinnat,,Big Wins
pokerplanets.com,pokerplanets,0,Entertainment Planets B.V.,OGL/2024/1469/0855,Curacao,assessment in progress,"December 24, 2025",no,pokerplanets.com,not contacted,,yes,200,PokerPlanets ᐈ Official Site,,PokerPlanets ᐈ Official Site
coldbet.com,coldbet,0,Game2Net B.V.,OGL/2024/296/1093,Curacao,active,"August 2, 2026",no,coldbet.com,not contacted,,yes,203,,,
sprutcasino.com,sprutcasino,0,Game2Net B.V.,OGL/2024/296/1093,Curacao,active,"August 2, 2026",no,sprutcasino.com,not contacted,,yes,200,Ласкаво просимо,,Ласкаво просимо
fridayspin.com,fridayspin,0,Gaminara N.V.,OGL/2024/2173/1161,Curacao,active,"April 3, 2026",no,fridayspin.com,not contacted,,yes,200,ᐈ fridayspin - Play Slots Online For Free or Real Money,,ᐈ fridayspin
rollambia.com,rollambia,0,Gaminara N.V.,OGL/2024/2173/1161,Curacao,active,"April 3, 2026",no,rollambia.com,not contacted,,yes,200,ᐈ Rollambia - Play Slots Online For Free or Real Money,,ᐈ Rollambia
craze.casino,craze,0,Gatepost N.V.,OGL/2024/640/0176,Curacao,assessment in progress,"December 24, 2025",yes,craze.casino,not contacted,,yes,200,Craze Casino,,Craze Casino
gameszapped.com,gameszapped,0,Get Zapped Gaming N.V.,OGL/2024/1592/0901,Curacao,active,"August 19, 2026",no,gameszapped.com,not contacted,,yes,200,,,
spinza.co.za,co,2,Gleneagles B.V.,OGL/2024/1242/0772,Curacao,active,"April 3, 2026",no,spinza.co.za jackpot.co.za playlive.co.za,not contacted,,yes,200,Get A 200% Welcome Bonus at South Africa's Largest Casino | Spinza,,
golden-winners.com,goldenwinners,0,Gleneagles B.V.,OGL/2024/1242/0772,Curacao,active,"April 3, 2026",no,golden-winners.com,not contacted,,yes,200,,,
betssen.com,betssen,0,Great BDG Randon Entertainment N.V.,OGL/2024/544/0557,Curacao,active,"April 28, 2026",no,betssen.com,not contacted,,yes,200,BETSSEN - Sportsbook | Casino | Live Games | Poker,,BETSSEN
baocasino.com,baocasino,0,Highbet B.V.,OGL/2024/295/0600,Curacao,assessment in progress,"January 21, 2026",no,baocasino.com,not contacted,,yes,200,Online Casino BAO Casino,,Online Casino BAO Casino
grandzbet.com,grandzbet,1,Inovaplay B.V.,OGL/2024/221/0534,Curacao,active,"August 12, 2026",no,grandzbet.com grandzbet7.com,not contacted,,yes,200,Grandz Bet: Sports Betting and Online Casino,,Grandz Bet
spacefortuna.com,spacefortuna,1,Inovaplay B.V.,OGL/2024/221/0534,Curacao,active,"August 12, 2026",no,spacefortuna.com spacefortuna7.com,not contacted,,yes,200,🚀 Space Fortuna™ ▷ Enjoy The Best Games & Bonuses Online!,,
fan-sport.com,fansport,0,Interactive Betting N.V.,OGL/2024/537/0691,Curacao,assessment in progress,"December 24, 2025",no,fan-sport.com,not contacted,,yes,203,,,
top-bet.com,topbet,0,Interactive Betting N.V.,OGL/2024/537/0691,Curacao,assessment in progress,"December 24, 2025",no,top-bet.com,not contacted,,yes,203,,,
betongame.com,betongame,0,Kromstex B.V.,OGL/2024/313/0337,Curacao,assessment in progress,"December 24, 2025",no,betongame.com,not contacted,,yes,203,,,
funpari.com,funpari,0,Kromstex B.V.,OGL/2024/313/0337,Curacao,assessment in progress,"December 24, 2025",no,funpari.com,not contacted,,yes,203,,,
sportsbits.com,sportsbits,0,Liquid Entertainment N.V.,OGL/2024/1507/0838,Curacao,assessment in progress,"December 24, 2025",no,sportsbits.com,not contacted,,yes,200,Duelbits: Online Sports Betting & Crypto Casino - Live odds BTC Casino,,Duelbits
1king.com,king,1,Losartez B.V.,OGL/2024/1441/0693,Curacao,active,"January 31, 2026",no,1king.com 1king.one,not contacted,,yes,200,...,,...
lukscasino.com,lukscasino,0,Losartez B.V.,OGL/2024/1441/0693,Curacao,active,"January 31, 2026",no,lukscasino.com,not contacted,,yes,200,...,,...
luckytony.com,luckytony,0,Magic Stones N.V.,OGL/2024/566/0462,Curacao,active,"March 26, 2026",no,luckytony.com,not contacted,,yes,200,Lucky Tony Casino,,Lucky Tony Casino
magic365.com,magic,0,Magic Stones N.V.,OGL/2024/566/0462,Curacao,active,"March 26, 2026",no,magic365.com,not contacted,,yes,200,Magic365 Casino,,Magic365 Casino
samogon.bet,samogon,0,Mamba Edge B.V.,OGL/2024/976/0894,Curacao,assessment in progress,"December 24, 2025",no,samogon.bet,not contacted,,yes,200,SAMOGON,,SAMOGON
vodka.bet,vodka,0,Mamba Edge B.V.,OGL/2024/976/0894,Curacao,assessment in progress,"December 24, 2025",no,vodka.bet,not contacted,,yes,200,VODKA,,VODKA
csgoempire.gg,csgoempire,18,Moonrail Limited B.V.,OGL/2024/1183/0869,Curacao,active,"March 30, 2026",no,csgoempire.gg csgoempire.io csgoempire.com csgoempire.top csgoempire.win csgoempire.cam csgoempire.boo csgoempire.onl,not contacted,,yes,200,The most trusted Counter-Strike Skin Gambling Site,,The most trusted Counter
csgoempirev2.com,csgoempirev,0,Moonrail Limited B.V.,OGL/2024/1183/0869,Curacao,active,"March 30, 2026",no,csgoempirev2.com,not contacted,,yes,200,The most trusted Counter-Strike Skin Gambling Site,,The most trusted Counter
fastpari-afro.com,fastpariafro,0,Mystic Glitter B.V.,OGL/2024/997/0945,Curacao,assessment in progress,"December 24, 2025",no,fastpari-afro.com,not contacted,,yes,200,FastPari,,FastPari
fastpari.com,fastpari,0,Mystic Glitter B.V.,OGL/2024/997/0945,Curacao,assessment in progress,"December 24, 2025",no,fastpari.com,not contacted,,yes,200,FastPari ᐉ Online Sports Betting ᐉ FastPari Online Bookmaker Log In ᐉ fastpari.com,,
betbuq.com,betbuq,0,NewGenx N.V.,OGL/2024/1234/0896,Curacao,active,"June 6, 2026",no,betbuq.com,not contacted,,yes,200,Betbuq Sportbook,,Betbuq Sportbook
vivafortuna.casino,vivafortuna,0,NewGenx N.V.,OGL/2024/1234/0896,Curacao,active,"June 6, 2026",no,vivafortuna.casino,not contacted,,yes,200,Vivafortuna,,Vivafortuna
rocket.run,rocket,0,Ninetynine N.V.,OGL/2023/166/0071,Curacao,assessment in progress,"December 24, 2025",no,rocket.run,not contacted,,yes,200,Rocket.run | Easy Winning Crypto Gambling | ★Get Lucky★,,Rocket.run
wayyy.com,wayyy,0,Ninetynine N.V.,OGL/2023/166/0071,Curacao,assessment in progress,"December 24, 2025",no,wayyy.com,not contacted,,yes,200,Wayyy: Premier Crypto Casino & Sports Betting,,Wayyy
wild.io,wild,0,Nonce Gaming B.V.,OGL/2024/210/0198,Curacao,active,"April 14, 2026",no,wild.io,not contacted,,yes,200,Wild.io - Bitcoin & Crypto Casino with Instant Withdrawals,,Wild.io
odds4sports.com,oddssports,0,Ole Group International B.V.,OGL/2024/1358/1233,Curacao,active,"July 25, 2026",no,odds4sports.com,not contacted,,yes,200,Odds4Sports | Best Bookmakers & Exchanges in one Platform,,Odds4Sports
jvspin.com,jvspin,0,Orakum N.V.,OGL/2024/586/0786,Curacao,active,"March 28, 2026",no,jvspin.com,not contacted,,yes,203,Access to website is restricted,,Access to website is restricted
boostwin.com,boostwin,0,Playora B.V.,OGL/2024/456/0257,Curacao,assessment in progress,"December 24, 2025",no,boostwin.com,not contacted,,yes,200,BoostWin,,BoostWin
go-habibi.com,gohabibi,0,Playora B.V.,OGL/2024/456/0257,Curacao,assessment in progress,"December 24, 2025",no,go-habibi.com,not contacted,,yes,200,GoHabibi,,GoHabibi
jackpotraider.com,jackpotraider,0,Pointissimo B.V.,OGL/2024/969/1019,Curacao,active,"March 26, 2026",no,jackpotraider.com,not contacted,,yes,200,ᐈ JackpotRaider - Play Slots Online For Free or Real Money,,ᐈ JackpotRaider
ninewin.com,ninewin,0,Pointissimo B.V.,OGL/2024/969/1019,Curacao,active,"March 26, 2026",no,ninewin.com,not contacted,,yes,200,ᐈ Casino Online and Mobile,,ᐈ Casino Online and Mobile
blaze.com,blaze,1,Prolific Trade N.V.,OGL/2024/1415/0636,Curacao,assessment in progress,"December 24, 2025",no,blaze.com blaze1.space,not contacted,,yes,200,Blaze - The Most Exclusive Online Gaming Platform!,,Blaze
blaze.bet.br,bet,0,Prolific Trade N.V.,OGL/2024/1415/0636,Curacao,assessment in progress,"December 24, 2025",no,blaze.bet.br,not contacted,,yes,200,Blaze - The Most Exclusive Online Gaming Platform!,,Blaze
dreamroyale.com,dreamroyale,0,Raeen Exchange N.V.,OGL/2024/1743/0960,Curacao,active,"January 22, 2026",no,dreamroyale.com,not contacted,,yes,200,Dream Royale | Fastest Withdrawals & Trusted Crypto Casino,,Dream Royale
realreelscasino.com,realreelscasino,0,River Entertainment B.V.,OGL/2024/688/0234,Curacao,active,"April 14, 2026",no,realreelscasino.com,not contacted,,yes,200,,,
kilogram.club,kilogram,0,Snowdunes B.V.,OGL/2024/604/0267,Curacao,active,"April 28, 2026",no,kilogram.club,not contacted,,yes,200,"Kilogram Club — онлайн-казино, слоты и бонусы каждый день",,Kilogram Club
interwin.com,interwin,0,Starlink International N.V.,OGL/2024/543/0614,Curacao,active,"April 23, 2026",yes,interwin.com,not contacted,,yes,200,Interwin | Trusted Online Casino Malaysia - Mega888 Slot Partner,,Interwin
marsbahis.com,marsbahis,483,Stella Tech B.V.,OGL/2024/1292/0546,Curacao,assessment in progress,"December 24, 2025",no,marsbahis.com mobile.marsbahis.com 2014marsbahis.com 2100marsbahis.com 2173marsbahis.com 2197marsbahis.com 2030marsbahis.com 2141marsbahis.com,not contacted,,yes,200,Marsbahis Giriş - Marsbahis Güncel Adres ve Üyelik,,Marsbahis Giriş
apuesterapido.com,apuesterapido,0,Twins Games N.V.,OGL/2024/1681/0917,Curacao,active,"March 3, 2026",no,apuesterapido.com,not contacted,,yes,200,"Apuesta Rápido Bet | Juga Cuotas Deportivas, Casino y UFC",,Apuesta Rápido Bet
bonkersbet.com,bonkersbet,0,Velorum Corporation N.V.,OGL/2024/1384/0627,Curacao,active,"June 4, 2026",no,bonkersbet.com,not contacted,,yes,200,BonkersBet.com,,BonkersBet.com
star7.casino,star,0,Velorum Corporation N.V.,OGL/2024/1384/0627,Curacao,active,"June 4, 2026",no,star7.casino,not contacted,,yes,200,Star7 | Sports & In-Play | Casino & Live-Casino,,Star7
bboro.com,bboro,0,Webmedia Development N.V.,OGL/2024/884/0471,Curacao,active,"March 5, 2026",no,bboro.com,not contacted,,yes,200,Sports betting|Premier league betting odds,,Sports betting
betjordan.com,betjordan,0,Y Enterprises B.V.,OGL/2024/1123/0641,Curacao,active,"January 3, 2026",no,betjordan.com,not contacted,,yes,200,BetJordan™ | Your LIMITLESS Online Casino & Sports Betting,,BetJordan™
qizilbilet.com,qizilbilet,0,Yungmetro B.V.,OGL/2024/1038/0879,Curacao,assessment in progress,"December 24, 2025",no,qizilbilet.com,not contacted,,yes,200,qizilbilet.com,URLError,qizilbilet.com
yohoho.bet,yohoho,0,Yungmetro B.V.,OGL/2024/1038/0879,Curacao,assessment in progress,"December 24, 2025",no,yohoho.bet,not contacted,,yes,200,"Online sports YoHoHo betting, casino and slots ᐉ Yohohobet online bookmaker log in ᐉ yohoh",,
jb.com,jb,0,Zozo Technology B.V.,OGL/2024/1519/0809,Curacao,assessment in progress,"December 24, 2025",no,jb.com,not contacted,,yes,200,JB.GAME: Crypto Casino Games & Casino Slot Games - Crypto Gambling,,JB.GAME
zozo.fan,zozo,0,Zozo Technology B.V.,OGL/2024/1519/0809,Curacao,assessment in progress,"December 24, 2025",no,zozo.fan,not contacted,,yes,200,ZOZO FAN,,ZOZO FAN
123loterias.com,loterias,0,123 Global Media B.V.,OGL/2024/911/0710,Curacao,assessment in progress,"December 24, 2025",no,123loterias.com,not contacted,,yes,200,123loterias ∙ Juega tus loterías favoritas por internet,,
8xbet.com,xbet,1,978 Tech N.V.,OGL/2024/1261/0718,Curacao,active,"August 22, 2026",no,8xbet.com 8xbet.biz,not contacted,,yes,200,8Xbet – Trusted Online Betting Brand with Teddy Sheringham & Premier League Partnerships,,8Xbet
efbet.net,efbet,0,AE Group B.V.,OGL/2024/216/0606,Curacao,active,"August 21, 2026",no,efbet.net,not contacted,,yes,200,"Online Sports Betting, Live Casino, Games and More | efbet",,
8.io,8.io,0,Adda Entertainment NV,OGL/2023/142/0073,Curacao,revoked,,no,8.io,not contacted,,yes,200,8.io Exclusive Crypto Casino Club - Members Only,,8.io Exclusive Crypto Casino Club
sbx.com,sbx,0,Aftermath B.V.,OGL/2024/2082/1136,Curacao,active,"July 22, 2026",no,sbx.com,not contacted,,yes,200,SBX — Coming Soon,,SBX
roboroll.io,roboroll,0,Amaterasu N.V.,OGL/2024/1594/0956,Curacao,active,"January 22, 2026",no,roboroll.io,not contacted,,yes,200,"RoboRoll | Crypto Casino, Sports Betting & Prediction Markets",,RoboRoll
scarletcasino.com,scarletcasino,0,Apex Analytica N.V.,OGL/2024/762/0569,Curacao,assessment in progress,"January 17, 2026",no,scarletcasino.com,not contacted,,yes,200,"Best Online Casino with a $10,000 Bonus | Scarlet Casino Casino",,"Best Online Casino with a $10,000 Bonus"
slotclover.com,slotclover,0,Aspera Operations B.V.,OGL/2024/1068/0572,Curacao,assessment in progress,"December 24, 2025",no,slotclover.com,not contacted,,yes,200,,,
malibuclubcasino.io,malibuclubcasino,1,Audeo N.V.,OGL/2024/1534/0834,Curacao,active,"January 22, 2026",no,malibuclubcasino.io malibuclubcasino.com,not contacted,,yes,200,Malibu Club,,Malibu Club
pg-play.com,pgplay,0,Axum B.V.,OGL/2024/196/0574,Curacao,active,"July 22, 2026",no,pg-play.com,not contacted,,yes,200,Country blocked,,Country blocked
beastone.co,beastone,0,Beastone N.V.,OGL/2024/390/0122,Curacao,assessment in progress,"December 24, 2025",no,beastone.co,not contacted,,yes,200,Beastone,,Beastone
ubet.io,ubet,0,BetU Curacao B.V.,OGL/2024/1064/0761,Curacao,active,"April 28, 2026",no,ubet.io,not contacted,,yes,200,UBET.io — Fast Crypto Casino Games & Instant Deposits,,UBET.io
betjam.com,betjam,0,Betquest B.V.,OGL/2024/832/0423,Curacao,assessment in progress,"December 24, 2025",no,betjam.com,not contacted,,yes,203,,,
satoshihero.com,satoshihero,1,Bitplay Global B.V.,OGL/2024/201/0270,Curacao,active,"April 14, 2026",no,satoshihero.com satoshihero.net,not contacted,,yes,200,"Satoshi Hero — Bitcoin & Crypto Casino, 5,000+ Games",,Satoshi Hero
bk8br.com,bkbr,0,Black Hawk Technology B.V.,OGL/2024/132/1011,Curacao,active,"May 19, 2026",no,bk8br.com,not contacted,,yes,200,,,
